C,C#,D,D#,E,F,F#,G,G#,A,A#,B
0.584518548,0.049191824,0.102193797,0.178207689,0.134771075,0.029676133,0.032080788,0.072370906,0.050837928,0.056195408,0.612358742,1
0.636550366,0.082140199,0.09661572,0.192711492,0.150738488,0.052274504,0.05704837,0.079222022,0.066345265,0.055704109,0.563350448,1
0.624329293,0.076760779,0.097689195,0.170401507,0.150252249,0.075557884,0.070387349,0.081309255,0.056002669,0.032222894,0.573784729,1
0.616340929,0.09478823,0.088221458,0.155137245,0.151657917,0.089226795,0.075801612,0.087688306,0.060801809,0.0294411,0.575025695,1
0.616971734,0.081724287,0.091397495,0.141275482,0.16307057,0.097222367,0.080108624,0.092029824,0.071507461,0.043328545,0.566110588,1
0.645905885,0.107265455,0.074062657,0.118838514,0.164071559,0.103332406,0.078906785,0.090409746,0.048605693,0.04201376,0.575169612,1
0.596628144,0.061424919,0.087995041,0.11496749,0.178209407,0.11796713,0.087994021,0.092773709,0.06071064,0.047841402,0.558418659,1
0.648719506,0.113206218,0.072843631,0.109290683,0.1798729,0.12031036,0.082944755,0.097492018,0.065438254,0.038311583,0.587674511,1
0.649861224,0.121880395,0.072890165,0.122036263,0.193181884,0.111581362,0.073822622,0.097368482,0.072191166,0.069814231,0.584468872,1
0.690924212,0.162575932,0.069669853,0.133045291,0.1979628,0.098544655,0.060993372,0.095578634,0.08224543,0.037119387,0.57062744,1
0.68996544,0.167857017,0.07399103,0.130903716,0.190549436,0.092783001,0.052335419,0.081559009,0.070288825,0.037929946,0.563596648,1
0.701661148,0.185261388,0.070862405,0.119872971,0.173742602,0.082474554,0.057381144,0.080062184,0.053678142,0.041067271,0.583176752,1
0.692840421,0.183102534,0.077464548,0.12290853,0.175744513,0.084601702,0.059400351,0.07021269,0.06006185,0.051695806,0.58345977,1
0.756339567,0.220871256,0.076241582,0.123738658,0.184061301,0.090608893,0.06503701,0.065062608,0.052765882,0.096950579,0.51990913,1
0.711726482,0.206707809,0.07123086,0.117809047,0.175877042,0.111208487,0.083197002,0.07002937,0.041931813,0.067811042,0.58903186,1
0.699668497,0.208519842,0.058047424,0.096590191,0.174067037,0.128315987,0.100915685,0.074607425,0.04400195,0.040300488,0.578227205,1
0.678347642,0.201145814,0.043097069,0.08458028,0.176217499,0.135662411,0.106955212,0.058058754,0.042288011,0.038504462,0.566919066,1
0.661376336,0.192596427,0.051173328,0.085340842,0.169743916,0.122141548,0.106759711,0.066010272,0.054635422,0.036297727,0.581654948,1
0.676600683,0.20632302,0.05382828,0.092183999,0.166429814,0.08890401,0.103520489,0.060483369,0.044081839,0.042775487,0.564992153,1
0.663120035,0.179877739,0.077681901,0.112345884,0.185035032,0.056455316,0.114412281,0.065273529,0.076848639,0.059542751,0.584603689,1
0.726535825,0.199692274,0.074627408,0.120582586,0.196416203,0.066793407,0.131477017,0.077605288,0.083693069,0.106789607,0.552291343,1
0.689225968,0.143046395,0.067436617,0.136234001,0.20493891,0.101875735,0.134689213,0.113074811,0.114711164,0.096578404,0.609994004,1
0.736640079,0.163486387,0.059683678,0.140580635,0.208554576,0.133032219,0.145591059,0.137354851,0.11131239,0.127673661,0.633599839,1
0.74122103,0.11542814,0.063729342,0.151219385,0.217495725,0.160723675,0.149682044,0.159477419,0.149574731,0.1158718,0.574000869,1
0.752389018,0.087187991,0.047248792,0.155850483,0.231678828,0.173315539,0.14755004,0.18360158,0.159546847,0.082559903,0.591794922,1
0.774779493,0.066051959,0.039134897,0.160275108,0.247776401,0.176821465,0.13153999,0.185727757,0.160622543,0.068519278,0.5921556,1
0.776669567,0.040405867,0.057474451,0.165332466,0.252507113,0.16904823,0.114991309,0.196929888,0.136809832,0.032470847,0.603706733,1
0.813893028,0.078805387,0.070414718,0.167233782,0.242677866,0.153293016,0.087776419,0.191570373,0.143603924,0.052277832,0.590234441,1
0.801513111,0.082763602,0.088757715,0.166374163,0.221654297,0.136620551,0.073246266,0.15618392,0.136536967,0.081286176,0.581981003,1
0.771061124,0.134200294,0.092902864,0.159549342,0.20533285,0.12909697,0.083684563,0.128181781,0.117772793,0.117025742,0.661416057,1
0.736974077,0.147192665,0.178039163,0.33450329,0.411589621,0.312777435,0.174935942,0.119165652,0.12247607,0.110556068,0.671166703,1
0.462110544,0.147439881,0.221891248,0.643252155,1,0.686655783,0.216249442,0.154761469,0.195857588,0.120454659,0.38060805,0.594233548
0.239616536,0.079677761,0.164289993,0.62425068,1,0.635398302,0.140769402,0.158230319,0.22559274,0.14858293,0.174489401,0.288173431
0.237355452,0.080612245,0.138000753,0.658383467,1,0.589531214,0.140286704,0.15639285,0.209948124,0.08094057,0.153664992,0.263052042
0.188626871,0.059371782,0.099965521,0.647009294,1,0.555000726,0.10920993,0.161837191,0.224324796,0.091418381,0.127853721,0.245720311
0.154612277,0.049696615,0.049016906,0.603905024,1,0.543501953,0.087778576,0.170697127,0.263353371,0.132699045,0.107460796,0.207409154
0.142411472,0.038718267,0.043239983,0.580189372,1,0.539804738,0.05845782,0.15605801,0.274345247,0.14282348,0.121161153,0.195316868
0.129562678,0.021800748,0.062231551,0.572399447,1,0.513559326,0.035722281,0.128945789,0.269456817,0.161834244,0.127556398,0.186786492
0.133508525,0.029111876,0.074344417,0.545742127,1,0.492155715,0.05169201,0.119292259,0.294985742,0.182380224,0.124483269,0.194616511
0.122784015,0.036243044,0.068232752,0.545784563,1,0.515846167,0.07611355,0.191566592,0.310615254,0.151757426,0.108854164,0.190928977
0.097368183,0.035630845,0.063557607,0.575861186,1,0.519181186,0.072209374,0.188581541,0.296533969,0.1367048,0.093676898,0.153179612
0.089270547,0.034982393,0.071198774,0.597874235,1,0.519319418,0.087605983,0.190938824,0.296401584,0.135656342,0.081619223,0.125727914
0.110161966,0.044604803,0.070303796,0.575487037,1,0.516677748,0.061275819,0.191196949,0.292799282,0.142149565,0.075859654,0.123698424
0.128140093,0.053998235,0.063600174,0.55213319,1,0.494490227,0.046770127,0.160167429,0.296709909,0.164802134,0.0704549,0.119208819
0.137873073,0.063204108,0.060463048,0.554560168,1,0.529955088,0.080370126,0.162320769,0.306307798,0.162287705,0.064782409,0.100431405
0.156586533,0.073368745,0.077948602,0.574814067,1,0.535816206,0.087952217,0.224122854,0.334437477,0.147631803,0.049826595,0.091884032
0.183545995,0.079679251,0.088982725,0.591334107,1,0.520543228,0.095477442,0.235197689,0.382280171,0.178167811,0.046963466,0.092170437
0.209320655,0.08418924,0.083370339,0.59295591,1,0.49736443,0.100097047,0.269319962,0.43427612,0.22088217,0.061642159,0.09461936
0.225451195,0.087642765,0.064760833,0.594715976,1,0.47252367,0.090954954,0.268863007,0.463317837,0.240458648,0.067935034,0.094049398
0.237772095,0.094202337,0.071206272,0.626796976,1,0.454969678,0.077335426,0.233941471,0.443066981,0.234888967,0.052945636,0.092625324
0.263842888,0.08440521,0.085937272,0.630039635,1,0.478038563,0.06522159,0.243889166,0.427331427,0.22253851,0.072687327,0.113431404
0.29817522,0.072482843,0.08138777,0.582341716,1,0.518683475,0.096771108,0.276868249,0.445162109,0.206760507,0.078929506,0.129650839
0.317951421,0.062431709,0.075554441,0.575802666,1,0.510833373,0.098635065,0.334244161,0.492963717,0.225878872,0.067760811,0.116894351
0.323305409,0.06073479,0.101128778,0.572560678,1,0.496468542,0.075148878,0.352897657,0.551073322,0.290135399,0.069914731,0.085991133
0.400464452,0.096904856,0.112778104,0.578906488,1,0.517231691,0.078953584,0.333624977,0.513193052,0.259903933,0.084209851,0.091047629
0.47063094,0.147243033,0.132778741,0.608383681,1,0.552716657,0.123147525,0.310933419,0.414872417,0.183700656,0.08527937,0.114566648
0.560778734,0.181229699,0.177578761,0.643608557,1,0.502509198,0.135046432,0.28164019,0.350640388,0.14880204,0.093901019,0.140883829
0.638111067,0.215306158,0.18435319,0.678739796,1,0.473917823,0.116496967,0.257775464,0.324947954,0.180414439,0.10819743,0.149639588
0.676042252,0.234193372,0.178211465,0.672257518,1,0.4856032,0.137560419,0.260713729,0.306224636,0.152289791,0.081853846,0.136564074
0.716518705,0.248806135,0.157233418,0.677785291,1,0.452847345,0.156482988,0.284963678,0.345318503,0.190896588,0.093691901,0.131951117
0.74135748,0.266898428,0.127027117,0.665107532,1,0.475585987,0.181060447,0.316015228,0.348067208,0.164707688,0.087977279,0.123843214
0.745490825,0.283567139,0.102063007,0.651071299,1,0.502680188,0.202871801,0.324479516,0.35658922,0.176909227,0.09045049,0.123160139
0.657274728,0.268297559,0.06457036,0.635029239,1,0.565562585,0.22651588,0.308108025,0.353873038,0.166386081,0.06678665,0.102656408
0.580722126,0.268352038,0.040642881,0.626332779,1,0.573601486,0.213617384,0.281302071,0.347572916,0.183532759,0.069389338,0.095576145
0.488697293,0.24508311,0.0443693,0.599675534,1,0.594997168,0.209789376,0.256904561,0.334266804,0.167289548,0.082835136,0.109602668
0.385318835,0.232522009,0.071423084,0.582115151,1,0.603968284,0.206237173,0.234761464,0.31604434,0.171161783,0.06805995,0.102120005
0.294459569,0.230638189,0.088944763,0.571161042,1,0.581228063,0.176081656,0.224180351,0.32406739,0.170964083,0.064706207,0.100952791
0.210550287,0.215406669,0.102285909,0.557543001,1,0.578703387,0.17445482,0.23227587,0.312370931,0.144559524,0.082881656,0.114566707
0.141773843,0.212197474,0.097854148,0.561594361,1,0.548802316,0.167300458,0.263664595,0.345893092,0.173679805,0.086345175,0.111670551
0.195209452,0.200106997,0.093864227,0.567434217,1,0.52969862,0.153763805,0.27814855,0.353316943,0.188257159,0.077695919,0.100816081
0.423321009,0.239529528,0.079094581,0.571373427,1,0.557239521,0.160915761,0.2770942,0.369164054,0.251851155,0.172120818,0.199452376
0.84446685,0.341136013,0.122137656,0.622271362,1,0.522901757,0.205952887,0.306660564,0.416441421,0.376521807,0.570822044,0.746013884
1,0.352308094,0.118671521,0.484935501,0.816365188,0.455309857,0.208623139,0.247854599,0.320557364,0.470745292,0.668031444,0.758161745
0.94368205,0.230302887,0.103026895,0.34343954,0.63061342,0.407102711,0.232682635,0.190527786,0.228652472,0.315549998,0.760597858,1
0.725099778,0.11501301,0.096903485,0.267910973,0.4616045,0.325201688,0.158068547,0.155114322,0.142120827,0.133053281,0.669745994,1
0.686599651,0.116522742,0.055232086,0.25725066,0.40312476,0.277244772,0.135034326,0.153670072,0.157296275,0.112884358,0.67466296,1
0.695768553,0.113521033,0.032488155,0.264470025,0.418845095,0.296481211,0.134752499,0.166758227,0.194455655,0.143565172,0.680614616,1
0.724753057,0.094566163,0.040623239,0.268882292,0.454132197,0.316342519,0.114938391,0.18873594,0.230370896,0.1358922,0.652897178,1
0.750809609,0.083026114,0.050222625,0.290953716,0.505664683,0.332372989,0.121855762,0.200894046,0.237759802,0.129556566,0.581007162,1
0.776944715,0.101688295,0.059112292,0.318709051,0.557249212,0.319837104,0.117148283,0.206926084,0.224774467,0.116748476,0.588062245,1
0.761589638,0.137187473,0.06066829,0.34234542,0.592589856,0.321147173,0.125681562,0.225169142,0.239291755,0.135232679,0.574853038,1
0.710663343,0.136352543,0.096555461,0.371564273,0.614944183,0.294706989,0.147737158,0.231789042,0.248959236,0.159035092,0.555618625,1
0.693102104,0.165187615,0.092481029,0.411618071,0.652186642,0.310945768,0.122247827,0.227719702,0.240246554,0.124388479,0.562113641,1
0.677863504,0.191142191,0.093965456,0.396474575,0.654859385,0.297350893,0.090484939,0.204463971,0.23101562,0.121337584,0.585945067,1
0.632065367,0.21825872,0.096636265,0.380378676,0.623957649,0.277295527,0.092654731,0.177306122,0.215208163,0.110413146,0.592857493,1
0.554006946,0.207291869,0.128515448,0.370941952,0.60110754,0.298452877,0.129339981,0.179356286,0.198513959,0.076771403,0.579866461,1
0.495794323,0.19264377,0.13438105,0.383538803,0.592315475,0.322371996,0.162221157,0.16854609,0.214643872,0.101860503,0.595437104,1
0.517215183,0.180677299,0.137221365,0.342482149,0.549024928,0.3149246,0.143403258,0.163423925,0.208806532,0.117894971,0.645997412,1
0.556950994,0.179644995,0.145210168,0.301222196,0.510859479,0.277711551,0.109392365,0.138931399,0.203859258,0.11264326,0.634824625,1
0.585612575,0.193472526,0.13946503,0.304952535,0.514910905,0.284434173,0.105426589,0.136165174,0.187008022,0.116661055,0.614114068,1
0.618464352,0.180650791,0.154055195,0.350771621,0.556745403,0.342170625,0.125761339,0.147803564,0.193584817,0.104605491,0.635177807,1
0.698633012,0.192991449,0.141677014,0.401782559,0.595432727,0.372200569,0.125234412,0.137360918,0.191780269,0.125292616,0.617236611,1
0.766650603,0.184145302,0.144461911,0.421348067,0.618566359,0.382404387,0.109290256,0.128562397,0.166499144,0.103587613,0.562052745,1
0.807388701,0.152076127,0.169936179,0.3937748,0.643793148,0.399200451,0.129703855,0.114209085,0.128771123,0.071306216,0.590614207,1
0.922617274,0.218851436,0.163199066,0.346872266,0.617057005,0.358372388,0.110938502,0.11670164,0.086149789,0.08028259,0.591450905,1
1,0.296994043,0.374506549,0.724324096,0.723450641,0.266432569,0.101288454,0.140975552,0.114731935,0.066875341,0.590847675,0.9973294
0.789884444,0.288430103,0.526941716,1,0.768755723,0.313480039,0.130376995,0.174732976,0.221197713,0.200318223,0.459953758,0.723701004
0.659943226,0.187859738,0.497315592,1,0.766254742,0.310368739,0.1155079,0.206167729,0.308568303,0.232179958,0.384094959,0.588404199
0.833544538,0.236621672,0.606793891,1,0.753995291,0.333322837,0.098027771,0.350584915,0.521187957,0.287514408,0.430511755,0.745334484
1,0.301172267,0.591870288,0.896056161,0.623394321,0.280544809,0.140929501,0.447818457,0.592275556,0.260481049,0.556284458,0.892073361
0.947929301,0.279606583,0.566740281,1,0.814015292,0.259207597,0.157820291,0.503335842,0.614436135,0.286010809,0.569549551,0.877759727
1,0.328759791,0.598291787,0.795037947,0.331121151,0.241358706,0.131504067,0.5047721,0.767485568,0.403964727,0.539376884,0.885589429
0.829876439,0.276341303,0.504112804,1,0.817260977,0.298098035,0.119328442,0.39383025,0.685736553,0.418255383,0.450388529,0.774836514
0.929118064,0.325118654,0.629884562,0.844596641,0.40181401,0.233711402,0.25362685,0.30453933,0.809350798,0.543555361,0.627847396,1
0.981274312,0.35310573,0.562871227,0.88288454,0.61660436,0.250788512,0.164780085,0.47619616,0.848928387,0.529422553,0.62977671,1
0.903271965,0.303445802,0.560095854,0.743580249,0.516339047,0.27906762,0.146077651,0.582757256,0.921351323,0.429627105,0.575867733,1
0.788039444,0.287716879,0.567702437,0.692828012,0.430548197,0.300036996,0.136982017,0.672023513,0.983314111,0.497748403,0.63664457,1
0.712872363,0.219257458,0.504251999,0.901118052,0.755885044,0.410208142,0.156573833,0.635363095,0.993888401,0.480358386,0.571235479,1
0.672544878,0.24662173,0.504687599,0.626256128,0.40580007,0.323125399,0.145351592,0.542727617,0.996024073,0.540644372,0.618972775,1
0.708766511,0.198924526,0.398783076,0.866334137,0.766543333,0.332920798,0.130888602,0.603534386,1,0.526439264,0.540221262,0.961288899
0.803693794,0.195933387,0.308338905,0.404498698,0.363669316,0.265412028,0.088689179,0.580281299,0.914253323,0.453912043,0.535369108,1
0.776886685,0.171094756,0.340055059,0.756422642,0.697356308,0.299968213,0.109564011,0.585759157,0.907405347,0.442739186,0.559962176,1
0.783208865,0.177572473,0.359772532,0.7251308,0.629774764,0.272039501,0.120358387,0.554782756,0.907277183,0.467434966,0.600273236,1
0.807759914,0.163641446,0.313538045,0.584241632,0.472571649,0.231899945,0.120836034,0.460678683,0.7824703,0.434976155,0.6284571,1
0.795644699,0.219951497,0.289093825,0.635131419,0.645754744,0.20570621,0.132570919,0.435855868,0.716912419,0.45835019,0.691619484,1
0.434832245,0.192662431,0.269453948,0.661503931,1,0.672534319,0.212124739,0.212080478,0.402718277,0.251346282,0.267552961,0.446800435
0.210138768,0.077833166,0.121168232,0.673601758,1,0.540392338,0.091938647,0.095025854,0.207605613,0.168054114,0.099050995,0.163978041
0.281248927,0.080554433,0.129871573,0.509472443,1,0.560361811,0.088810639,0.122182577,0.212111736,0.176801773,0.281522866,0.378560314
0.310563217,0.08933735,0.115265394,0.632181034,1,0.477353619,0.061881011,0.145486805,0.211647507,0.133724757,0.312749435,0.446147986
0.305829863,0.085194863,0.132455405,0.555231073,1,0.557943393,0.084608798,0.119104421,0.211675688,0.141874528,0.330294274,0.418832376
0.31068338,0.071027441,0.132494092,0.52194944,1,0.581637245,0.094298194,0.110290021,0.182742687,0.141514276,0.364875941,0.529825976
0.350028587,0.089980886,0.146021882,0.609869128,1,0.522683058,0.084460713,0.098192914,0.154864838,0.123647149,0.363959942,0.576673234
0.410138371,0.101279052,0.168214281,0.423538036,1,0.587470961,0.096777991,0.105817266,0.153045138,0.116974275,0.396052923,0.660376473
0.315632122,0.079727186,0.122000836,0.642654057,1,0.531487765,0.103140094,0.105335036,0.119331057,0.075996599,0.306559715,0.493541242
0.340236394,0.091156927,0.145032984,0.473246364,1,0.591443133,0.150888118,0.152011278,0.14329954,0.103526762,0.299192592,0.513407696
0.300396646,0.060259373,0.126593751,0.65354528,1,0.523803405,0.13649903,0.150319512,0.128128696,0.080395776,0.306851971,0.490503761
0.31544755,0.067185757,0.119803248,0.570398654,1,0.576464627,0.128029076,0.160820778,0.14858465,0.071211192,0.319047142,0.538643349
0.322923102,0.084478096,0.08812609,0.586213284,1,0.564397264,0.070616727,0.143268499,0.161965327,0.084784291,0.29573909,0.518050478
0.300156437,0.086048733,0.133718573,0.625364577,1,0.513140378,0.075056342,0.163828889,0.187191314,0.076643722,0.310305626,0.531836992
0.3257294,0.106586636,0.151932233,0.480738119,1,0.529235629,0.097574314,0.222327091,0.25259365,0.131613176,0.401672232,0.626491436
0.347726293,0.130345532,0.135043917,0.587664719,1,0.549555381,0.078917933,0.20700066,0.250240374,0.151062754,0.401212174,0.61799445
0.376927086,0.135107651,0.190500078,0.467044856,1,0.571904471,0.116745813,0.230723647,0.250116757,0.126367033,0.390768168,0.71027742
0.41159218,0.130120728,0.164359162,0.680218266,1,0.540163589,0.124674081,0.172642514,0.190185408,0.109939397,0.394454776,0.682290566
0.643474068,0.182295657,0.177563589,0.645605544,1,0.512009549,0.092889476,0.205005056,0.209790927,0.140233031,0.597648103,0.963384377
0.664434163,0.166843738,0.156799619,0.616057526,0.892713984,0.442326834,0.140401878,0.17430992,0.210276031,0.106239794,0.536830614,1
0.650465105,0.139763362,0.176312531,0.509626306,0.634389672,0.279946632,0.456651673,0.256543036,0.192026977,0.17181111,0.527910279,1
0.669630605,0.184972881,0.15160066,0.425225839,0.700898166,0.603957296,0.738505717,0.338657327,0.192302124,0.115724806,0.5509114,1
0.700946389,0.19676489,0.18848674,0.554587422,0.945080035,0.835170914,0.781326137,0.416044635,0.171010784,0.300821219,0.66473505,1
0.776040839,0.233778479,0.232282275,0.472131158,0.892991187,0.903493072,0.943718548,0.452684105,0.212433558,0.526078999,0.490149373,1
0.600869103,0.252061056,0.185525432,0.472663989,0.743590498,0.939526406,1,0.453613532,0.372119578,0.662458717,0.462216891,0.733282975
0.475293242,0.197249155,0.214911825,0.259743145,0.578121569,0.873115714,1,0.526819866,0.408936091,0.591055901,0.500983485,0.642382409
0.423554062,0.116106547,0.198112967,0.438697728,0.71926502,0.871676281,1,0.487642986,0.337640395,0.617551586,0.415947069,0.584719785
0.459520037,0.125641561,0.217607068,0.208311337,0.583284535,0.672967885,1,0.466739565,0.358103095,0.547309252,0.618465132,0.696254652
0.492324746,0.130337795,0.21828323,0.463737587,0.523053841,0.418753803,1,0.529948252,0.278675084,0.526332842,0.554990325,0.765823828
0.517276318,0.17014105,0.189457293,0.199778087,0.368355458,0.457006913,1,0.499225563,0.351644866,0.667385491,0.595332539,0.744378303
0.449822439,0.14435714,0.154658235,0.312372989,0.415358608,0.432714659,1,0.529329674,0.41520392,0.674941038,0.690293069,0.69709385
0.353722325,0.107157724,0.119736154,0.179869551,0.233864391,0.536078319,1,0.505464823,0.331345152,0.552259221,0.337436963,0.549927256
0.337862186,0.083341275,0.091489214,0.121280096,0.162248161,0.522043676,1,0.528766938,0.293795129,0.423043556,0.460935747,0.51468694
0.311227718,0.074106028,0.076506714,0.181829405,0.208311496,0.481324579,1,0.549515949,0.31570465,0.48063702,0.406596841,0.497509386
0.317145466,0.086314107,0.089535793,0.048747065,0.15717199,0.450020868,1,0.558983975,0.345104861,0.531614463,0.442784838,0.53557105
0.303850213,0.086872133,0.087433162,0.190979889,0.202876601,0.502282591,1,0.586332495,0.323038315,0.483402008,0.555748151,0.541841928
0.30959164,0.092422994,0.111507741,0.1080003,0.124038023,0.531826646,1,0.56866782,0.388988229,0.548047387,0.506807342,0.51451218
0.354313442,0.093736792,0.124389329,0.207936405,0.187908962,0.535221935,1,0.60864259,0.464734469,0.533625696,0.552030173,0.58611474
0.326352103,0.081626042,0.137678287,0.207122522,0.172394777,0.546597849,1,0.536078112,0.374711716,0.501858966,0.658776418,0.647172588
0.319008055,0.082188273,0.147661226,0.141655803,0.097008129,0.537348841,1,0.631670142,0.312204939,0.542249492,0.634916197,0.684366828
0.385091441,0.154239661,0.16111955,0.252504499,0.216638076,0.56770358,1,0.614360191,0.441145686,0.572769116,0.787767032,0.743197454
0.690716898,0.323766854,0.177587299,0.189124123,0.112808497,0.570061207,0.905826028,0.518855235,0.356916409,0.555867644,0.973821744,1
0.647038097,0.171379159,0.066544104,0.109044691,0.086599708,0.13688517,0.309620257,0.215428686,0.14192991,0.325732871,0.737981512,1
0.508984636,0.082118896,0.059555017,0.072657099,0.075081581,0.099733333,0.222540288,0.149055408,0.089433351,0.170504889,0.645979758,1
0.432580164,0.053751455,0.051306617,0.030848403,0.058765932,0.133770863,0.226967502,0.143880419,0.101693346,0.182930201,0.701541037,1
0.414517612,0.061617276,0.053313364,0.080956295,0.082657836,0.130812795,0.231572707,0.147836706,0.118554033,0.190254967,0.634988517,1
0.402934735,0.06261869,0.056946944,0.069022809,0.057655984,0.144453709,0.233939423,0.141152018,0.081752089,0.178177208,0.739419919,1
