C,C#,D,D#,E,F,F#,G,G#,A,A#,B
0.342135919,0.279105782,0.414035698,0.38596099,0.390977169,0.653325112,0.287091887,1,0.720439637,0.593076728,0.485806153,0.267632939
0.378859719,0.285756023,0.380224331,0.613208361,0.661800411,0.767515646,0.293108337,1,0.560185308,0.561391703,0.43725692,0.162382619
0.384890851,0.343295842,0.379408919,0.618055316,0.831130202,0.875122418,0.58263666,1,0.517238463,0.531821274,0.313862035,0.120292198
0.358516817,0.318955182,0.366445427,0.615891168,0.888873417,0.933415919,0.801180972,1,0.548865763,0.51011163,0.336094908,0.198138741
0.282429814,0.245368696,0.351540451,0.627711766,0.964983483,1,0.962291535,0.996554255,0.666497081,0.47521281,0.324743512,0.22826352
0.204447352,0.133095877,0.35844137,0.685678043,0.97390471,0.991680373,1,0.967984577,0.657059822,0.395618412,0.247870858,0.211640117
0.18642759,0.126479123,0.385822616,0.685887472,0.930187828,0.953018464,1,0.903413921,0.587522701,0.298651266,0.218956032,0.225633431
0.185688781,0.142384458,0.394738038,0.711016986,0.96490308,0.980275919,1,0.910602418,0.553186482,0.297299529,0.239842849,0.251859634
0.174738299,0.154508019,0.345229783,0.691607827,0.984004832,1,0.9994988,0.949089549,0.516902636,0.290431518,0.234150249,0.290766266
0.205141878,0.148304384,0.277401052,0.650883698,0.987187678,0.935582192,0.912417745,1,0.446057552,0.288941231,0.303491497,0.267206926
0.210756893,0.212591969,0.263450158,0.66775001,1,0.882744883,0.733882019,0.916003221,0.448100406,0.299948237,0.38287965,0.219986756
0.227582181,0.288973063,0.260153277,0.643717679,1,0.848874723,0.538994856,0.737136884,0.619092872,0.401959997,0.409090039,0.208669944
0.293910427,0.321454008,0.349612087,0.697417831,1,0.832579767,0.364775709,0.614414211,0.814061162,0.531791818,0.357844961,0.257248089
0.373441441,0.277445645,0.350016456,0.738347379,1,0.790369124,0.327438135,0.699833306,0.979314806,0.755834077,0.469747489,0.295301869
0.487435804,0.427329335,0.225662824,0.682768016,1,0.72514474,0.480579667,0.738962778,0.968648696,0.871220902,0.523868659,0.270604589
0.629791706,0.569567734,0.366711837,0.833006194,1,0.748857603,0.58200309,0.836166257,0.968845305,0.857868191,0.518766205,0.310313882
0.734840176,0.663841095,0.331349287,0.90532884,0.867514713,0.636328486,0.636602986,0.982731902,1,0.861489227,0.502102107,0.37305451
0.684009168,0.649387038,0.633489904,0.824832519,0.650533994,0.584416727,0.770474773,0.938099259,1,0.785443083,0.447724188,0.307003454
0.649549581,0.750823716,1,0.770485925,0.660107135,0.653374932,0.853709505,0.720795804,0.812323514,0.68463118,0.332299433,0.328873252
0.607699811,0.741395052,1,0.721930112,0.608494887,0.632585627,0.833586731,0.647545752,0.561376547,0.420556832,0.199184897,0.305625457
0.582353331,0.7637023,1,0.844918245,0.789311965,0.657089521,0.69217835,0.574527847,0.395787449,0.438635847,0.095238915,0.259382079
0.589435983,0.770234972,0.90051342,0.853150405,1,0.852367237,0.669134296,0.623780475,0.444038718,0.600954241,0.301352481,0.262854606
0.550481739,0.598431933,0.738901167,0.737273315,1,0.882184807,0.596606009,0.40088713,0.509590287,0.666154866,0.502853958,0.287439602
0.584565915,0.517692653,0.709633686,0.865387008,1,0.864641059,0.451333788,0.211299625,0.4528822,0.68806806,0.573677516,0.390095326
0.576271959,0.503775534,0.647390684,0.919340087,1,0.746605329,0.396580824,0.135564687,0.3357664,0.54604676,0.542818059,0.448186613
0.524663484,0.492030605,0.560734962,0.842706945,1,0.64593359,0.344364761,0.166601544,0.254201434,0.382900377,0.460703982,0.480108117
0.558101063,0.530843891,0.524981842,0.838629698,1,0.594092624,0.337496384,0.222080802,0.223153884,0.310664614,0.458949522,0.520158015
0.567007771,0.537565216,0.510512967,0.853183139,1,0.672923383,0.325019988,0.333360265,0.303756552,0.42247859,0.438943599,0.533107192
0.57774012,0.582437444,0.571983523,0.945769748,1,0.722261265,0.359435558,0.550885325,0.561393392,0.639822358,0.331473957,0.613998079
0.572576623,0.557337476,0.540361631,0.899604744,1,0.654767162,0.429853635,0.717562226,0.782401201,0.842372375,0.2471201,0.71573176
0.559180603,0.521843904,0.382646002,0.800341563,0.901806572,0.589252421,0.423587675,0.777906264,0.995763348,1,0.552286338,0.693006962
0.47850205,0.462204393,0.154275014,0.629854958,0.665713005,0.478044294,0.444939825,0.727381338,1,0.941450126,0.608626008,0.508437327
0.452582674,0.436709333,0.156816353,0.512608989,0.474746784,0.356934919,0.403436766,0.736640345,1,0.856512197,0.551637223,0.412563065
0.451547641,0.427272254,0.256632998,0.46580285,0.369663252,0.260832128,0.28960164,0.731657179,1,0.750566115,0.42393816,0.342503147
0.534598718,0.520075278,0.380026137,0.528205342,0.317438418,0.287941971,0.350279182,0.822054587,1,0.659689811,0.325870282,0.308328304
0.651323525,0.662902085,0.557619905,0.635894117,0.458387304,0.382218899,0.481379576,0.917731234,1,0.704660113,0.2485406,0.344196235
0.828071716,0.907276727,0.813709437,0.76924646,0.588741148,0.500317162,0.702265686,1,0.988170739,0.875556662,0.212464239,0.363405915
0.900187188,1,0.854200243,0.789611346,0.728776437,0.746907779,0.827169474,0.800175092,0.671481982,0.787107711,0.453047142,0.359511887
1,0.913154609,0.574840474,0.56637439,0.622436037,0.609996435,0.609895497,0.465407953,0.260406654,0.418667178,0.402184469,0.490714453
0.856015339,0.711287619,0.448039797,0.538477346,1,0.889222051,0.50831177,0.315428513,0.161292198,0.312514817,0.348114221,0.486621067
0.968371103,0.630872093,0.344899176,0.497141474,1,0.772557977,0.297277921,0.185470367,0.30803563,0.440543872,0.355929012,0.572005029
1,0.494943036,0.111214603,0.283778649,0.496402833,0.359373417,0.124307998,0.047826345,0.256926929,0.396936259,0.340406944,0.665872341
1,0.487756246,0.092610539,0.414561213,0.858170996,0.599944868,0.116839245,0.036258688,0.235625476,0.455776785,0.209349109,0.656138901
0.638719722,0.351205875,0.076831524,0.388602928,1,0.674493629,0.107023311,0.037418594,0.257311105,0.509260826,0.32708437,0.33812105
0.606294489,0.32152685,0.053555524,0.446514606,1,0.650140925,0.097107798,0.031018545,0.246515206,0.517853672,0.299501961,0.329920484
0.65640719,0.334709703,0.059044243,0.417958167,1,0.647070841,0.114935716,0.054852242,0.17417586,0.37747914,0.259934254,0.383826824
0.665238289,0.362174912,0.076847446,0.396442384,1,0.663872169,0.113926267,0.040762265,0.164361355,0.314549265,0.163909157,0.390163944
0.657848376,0.337075536,0.085695067,0.513169968,1,0.569258335,0.081902859,0.036400636,0.085503729,0.19714561,0.135000729,0.367183615
0.745828389,0.366566302,0.076219896,0.595537328,1,0.536341449,0.075013669,0.045324738,0.139488149,0.27157891,0.182869736,0.410373821
1,0.487694662,0.077628182,0.494022358,0.913834993,0.47787916,0.059360684,0.046140135,0.243545476,0.49042904,0.299262302,0.626422776
1,0.479982485,0.049801736,0.369782305,0.641382218,0.336721616,0.05795489,0.041251895,0.363531213,0.711814585,0.427909973,0.620559145
1,0.51103997,0.05309603,0.464626491,0.60225319,0.208804707,0.062599159,0.044269084,0.47141058,0.964824461,0.54779402,0.646395741
0.91566549,0.481573158,0.06559585,0.556469906,0.971698362,0.52143029,0.093538737,0.047251184,0.512739417,1,0.553116196,0.569898371
0.660076965,0.34699385,0.058667164,0.574213224,1,0.530361685,0.071581665,0.035195582,0.340788714,0.708494069,0.436677211,0.443959116
0.492579553,0.246357787,0.049028497,0.538762329,1,0.520075809,0.060755775,0.023703934,0.233270631,0.468002178,0.285709538,0.329174165
0.407524596,0.213595097,0.036663907,0.545534934,1,0.537354827,0.060319914,0.02991206,0.14865109,0.289635281,0.185009689,0.234803111
0.413257717,0.214583152,0.038630764,0.513518821,1,0.551340753,0.050886344,0.026888427,0.093832269,0.19700115,0.123937072,0.253792316
0.44204495,0.22420118,0.040335096,0.502292427,1,0.563249678,0.061467454,0.026708486,0.087471153,0.141290964,0.084715089,0.292115989
0.503869358,0.238923654,0.058909593,0.512360826,1,0.545472803,0.058674989,0.040227935,0.117332005,0.211403772,0.135486995,0.342184171
0.690589104,0.337493632,0.068425782,0.493426575,1,0.57733365,0.072456822,0.042193195,0.195210389,0.369285824,0.198152013,0.456466059
0.976620285,0.44766986,0.04461944,0.518844308,1,0.557160314,0.083755666,0.044734811,0.329504414,0.612042564,0.360349592,0.717899663
1,0.47925054,0.070565128,0.400492733,0.825080567,0.470123402,0.087899642,0.063200073,0.43901038,0.774736683,0.460208327,0.635994029
1,0.471293751,0.067548958,0.312374357,0.661695075,0.406795371,0.066934191,0.04076452,0.490634199,0.873662871,0.505967253,0.625279737
1,0.462415767,0.068814561,0.365463715,0.638231577,0.335129263,0.043848766,0.059990434,0.482663051,0.929222633,0.536524497,0.699514335
1,0.449845537,0.053876866,0.377412968,0.625969461,0.31036662,0.025825588,0.038112802,0.519153606,0.950456844,0.471973987,0.642708646
1,0.455791585,0.064732878,0.430262621,0.612065199,0.258855395,0.050436351,0.057006706,0.487426108,0.866532853,0.543825062,0.800001474
1,0.463258341,0.079288623,0.589622481,0.915051834,0.436830738,0.051873037,0.06344131,0.460097038,0.929055254,0.605497186,0.763649199
0.659662978,0.302802703,0.04581527,0.594600702,1,0.495447782,0.062616023,0.052989798,0.353838067,0.650937036,0.445932158,0.401076364
0.481640794,0.236124427,0.036760252,0.583344652,1,0.506918119,0.056208646,0.046244233,0.20995542,0.373751285,0.236532671,0.313144636
0.435655912,0.186560615,0.029519903,0.538126954,1,0.524197744,0.047573986,0.023982436,0.108656552,0.238246885,0.14851444,0.375199987
0.345673268,0.159528547,0.020175626,0.546036829,1,0.515689887,0.049678458,0.034728746,0.104309208,0.210175456,0.114514702,0.224218981
0.272112608,0.137920798,0.012376916,0.539571764,1,0.526817234,0.054101533,0.030576229,0.130460998,0.2280195,0.096433473,0.208307689
0.323503367,0.129560747,0.020338836,0.532007813,1,0.525344345,0.04942126,0.027047462,0.144177354,0.263630972,0.158266479,0.280992418
0.263914489,0.121631772,0.018490818,0.542984136,1,0.509676875,0.040743551,0.026847663,0.157208885,0.277173883,0.190321763,0.151170557
0.223214077,0.108349434,0.018965783,0.513710841,1,0.54556642,0.051252753,0.027007147,0.133165572,0.240639562,0.160925487,0.192395596
0.251983938,0.100570033,0.015377577,0.523794915,1,0.544513735,0.056381162,0.022238188,0.11710381,0.224365381,0.125228622,0.209514146
0.214816574,0.112715856,0.022506142,0.539485804,1,0.513071832,0.052663569,0.030847649,0.134622719,0.220239405,0.094769105,0.109775969
0.260948216,0.128517491,0.027066523,0.540803147,1,0.507165332,0.040548245,0.02552815,0.103503986,0.192924332,0.133877943,0.209552355
0.301287547,0.123763113,0.021636214,0.531790859,1,0.527191622,0.047803067,0.028467215,0.111573221,0.176811524,0.130677698,0.216335014
0.238669528,0.130143964,0.026819959,0.530134728,1,0.52635536,0.052206636,0.036984846,0.104293646,0.163097838,0.115327104,0.131336967
0.33713176,0.150904488,0.028798693,0.550096094,1,0.505839672,0.047420316,0.031379334,0.130181386,0.214329642,0.130823792,0.270078457
0.347629059,0.171264955,0.013620543,0.55735278,1,0.508422676,0.045235039,0.031935905,0.181236612,0.311710473,0.138779469,0.20429451
0.332612779,0.176357492,0.027126865,0.56211366,1,0.513570503,0.058498046,0.03687155,0.255182924,0.409711752,0.23680895,0.203191839
0.43667907,0.188190477,0.034597491,0.573477615,1,0.477446394,0.032931942,0.036820996,0.34062212,0.546539993,0.303448138,0.356731143
0.444935227,0.213545507,0.040902077,0.582153975,1,0.491446217,0.0476647,0.035362923,0.363529224,0.628531493,0.332872445,0.284040819
0.524677557,0.269328681,0.056261766,0.641786945,1,0.442979096,0.023418036,0.06028479,0.370599817,0.651410423,0.350884934,0.31210491
0.566195316,0.241554432,0.030898807,0.604463206,1,0.450622891,0.027626122,0.055379223,0.334911373,0.582414971,0.308009834,0.454056224
0.431296865,0.175750444,0.03382532,0.603113509,1,0.471759491,0.032295439,0.048191573,0.245654918,0.440174473,0.263444018,0.304838651
0.381071452,0.159111791,0.020391994,0.574966865,1,0.493300192,0.042096074,0.047968818,0.23369784,0.407048426,0.263714705,0.320910506
0.262759512,0.13591927,0.030440174,0.569562482,1,0.505687676,0.055180526,0.035330314,0.229638715,0.414427914,0.205269768,0.180508284
0.283903662,0.119755084,0.018635387,0.568421815,1,0.49909427,0.044660904,0.027522122,0.243433203,0.424496914,0.225237038,0.22424475
0.243919078,0.10245382,0.022623168,0.559246252,1,0.494697847,0.040899335,0.028563628,0.244254935,0.432715558,0.232010208,0.166916153
0.330556838,0.139936365,0.015668672,0.569114562,1,0.498714766,0.04764596,0.035456553,0.242215747,0.447155522,0.229108426,0.247413117
0.298365791,0.128031509,0.010345493,0.554082837,1,0.50883711,0.045262992,0.043244283,0.242257702,0.433111731,0.218519002,0.215233475
0.243991953,0.112547871,0.023357881,0.524667001,1,0.523551287,0.04653319,0.044713367,0.262146472,0.443130308,0.223242536,0.19442352
0.200852045,0.101454564,0.018657451,0.551884931,1,0.516078984,0.047773333,0.039242577,0.236762859,0.413047748,0.206072281,0.13073227
0.15777034,0.087281763,0.026620024,0.543497297,1,0.511547433,0.042199347,0.025635774,0.199204692,0.383586997,0.23685249,0.115357625
0.153387416,0.093215224,0.026850487,0.55123841,1,0.495231654,0.030349344,0.033993389,0.190837069,0.352787399,0.207388194,0.084275334
0.193506339,0.092477614,0.017526147,0.539968137,1,0.528330428,0.055369406,0.042509319,0.198744946,0.319253582,0.144053424,0.143385662
0.218249312,0.10823979,0.025883049,0.533738462,1,0.519427708,0.045370832,0.032786136,0.183404005,0.322734611,0.157748831,0.147357639
0.179618959,0.090226687,0.015859686,0.551840116,1,0.501499241,0.043091895,0.036234013,0.142269036,0.277462983,0.159361532,0.114419766
0.217037941,0.096594005,0.025225987,0.543330646,1,0.512430572,0.046069133,0.036138923,0.180594231,0.295862978,0.181507415,0.188339973
0.175610743,0.086751718,0.024039835,0.582280722,1,0.490646944,0.03134845,0.028608956,0.179991568,0.318919528,0.171441793,0.126282417
0.179077381,0.092003154,0.016967435,0.575809783,1,0.485826563,0.038149557,0.03266757,0.179840644,0.317921201,0.152161727,0.097160378
0.221579614,0.114093036,0.019168596,0.577614834,1,0.496169079,0.04826231,0.024119206,0.193606893,0.327462262,0.155837464,0.150951493
0.273038033,0.119384112,0.014848241,0.57399583,1,0.487450675,0.033901034,0.026818071,0.175742857,0.322974418,0.187319701,0.205953507
0.211864485,0.121864704,0.01515049,0.560069687,1,0.505668384,0.045897349,0.022163333,0.161443977,0.298290187,0.178278961,0.094622365
0.206559679,0.09093181,0.014293129,0.568043604,1,0.489278075,0.027773809,0.031194073,0.160258771,0.276398061,0.133839249,0.153308932
0.178147359,0.084247937,0.012739443,0.5652343,1,0.504182849,0.039111186,0.026855359,0.147991213,0.266271341,0.115269196,0.120967866
0.081659467,0.057639044,0.023979907,0.549447307,1,0.503322962,0.036973985,0.021838498,0.141094226,0.244718481,0.144298876,0.077537314
0.091926004,0.051822487,0.016233627,0.551617365,1,0.509101886,0.036798183,0.023281104,0.134819691,0.232851128,0.157379003,0.091503848
0.148400093,0.075116371,0.024170018,0.561585131,1,0.492815606,0.034456606,0.029270317,0.112961202,0.206378537,0.129839363,0.131512442
0.153556414,0.085404456,0.020488712,0.540026553,1,0.519863997,0.046848344,0.030448879,0.099808011,0.189950679,0.109308251,0.116299426
0.13103388,0.080666016,0.018737187,0.532930506,1,0.5281481,0.046005627,0.02893595,0.093584453,0.180152099,0.088218303,0.059278835
0.164272455,0.084652845,0.02418854,0.53064278,1,0.524154488,0.042231068,0.027134357,0.098296089,0.188029862,0.110450545,0.112457297
0.218982383,0.106036551,0.024875311,0.550305324,1,0.514566175,0.041279403,0.030558191,0.133676316,0.231661062,0.158444865,0.177135221
0.231242912,0.114897043,0.023439821,0.55075182,1,0.506039605,0.036283378,0.021627341,0.135878988,0.255799258,0.158417314,0.163322384
0.212460124,0.111745964,0.019729777,0.526892497,1,0.528046748,0.044529354,0.025416602,0.131898718,0.253858702,0.132856394,0.116433021
0.191638724,0.106194047,0.026174084,0.54558403,1,0.525813515,0.047060015,0.023629973,0.161599822,0.279667943,0.143309177,0.142858616
0.144927364,0.085828929,0.02610989,0.545361942,1,0.505499551,0.030391648,0.025088877,0.156950812,0.28854281,0.137391062,0.082956302
0.161920977,0.080236487,0.028174027,0.526945073,1,0.531428286,0.051221108,0.025958851,0.156108776,0.290544139,0.176593484,0.130686426
0.164179179,0.088641365,0.026453274,0.51877736,1,0.531943303,0.044130533,0.026383321,0.138109847,0.262770214,0.143686336,0.100475744
0.158190818,0.100229178,0.022581929,0.521259402,1,0.541587658,0.055297629,0.029575539,0.124485142,0.22862944,0.114238361,0.087447522
0.139156244,0.082050257,0.015752376,0.52067361,1,0.530541565,0.057472357,0.025748804,0.134022069,0.198843751,0.092702973,0.107906907
0.153304875,0.088265337,0.027332843,0.517936337,1,0.52465604,0.045888787,0.032677127,0.101754191,0.161866492,0.097578644,0.102458549
0.165010906,0.092791373,0.024481409,0.533691405,1,0.523589034,0.04309636,0.022711142,0.076591597,0.115279846,0.076771464,0.093534793
0.124853709,0.075150705,0.023412885,0.510525878,1,0.534377713,0.048246941,0.029290594,0.069367493,0.109547757,0.08643278,0.084598695
0.12411976,0.070276552,0.01524904,0.512719305,1,0.54345458,0.055631205,0.027322561,0.069496924,0.112733839,0.084262327,0.108465616
0.120621288,0.066617897,0.014608734,0.518397739,1,0.524748753,0.048638257,0.031533932,0.089515088,0.148209483,0.07065431,0.077351401
0.121290506,0.057568293,0.012546041,0.525165836,1,0.536628978,0.055094157,0.024361425,0.103276629,0.177707602,0.086374038,0.076548344
0.123502236,0.064359189,0.011994543,0.539985323,1,0.525730114,0.046650784,0.023019188,0.104294277,0.183238713,0.104482379,0.083646841
0.12402491,0.071103896,0.02363991,0.542333795,1,0.50936966,0.040068041,0.021044702,0.108191557,0.194829225,0.115259874,0.099907246
0.09071224,0.05198486,0.026820844,0.543476333,1,0.515862345,0.044271553,0.02280343,0.111893048,0.199427263,0.106894066,0.064971649
0.08738219,0.042504059,0.018492857,0.536459364,1,0.530413792,0.047657021,0.018763516,0.106477989,0.203803126,0.109957619,0.049974895
0.115875347,0.070594875,0.023231861,0.535938124,1,0.526147867,0.04352942,0.022802932,0.124970132,0.232578397,0.138555071,0.053565213
0.121263649,0.081634059,0.033053379,0.543236743,1,0.512406297,0.034583232,0.026257057,0.130744232,0.254600714,0.18379831,0.110506019
0.156119247,0.094219664,0.031969579,0.555559063,1,0.523818923,0.049377607,0.018981079,0.136762093,0.264599076,0.174213071,0.124897354
0.207260333,0.102152782,0.040849221,0.54542303,1,0.534287016,0.064355365,0.030711422,0.14799168,0.296552706,0.186920297,0.13629231
0.347459103,0.182525912,0.056754282,0.558037179,1,0.520769314,0.06347106,0.034758931,0.205603896,0.389575207,0.206725211,0.222844585
0.456131691,0.278813425,0.057752704,0.554481154,1,0.593787868,0.096398299,0.035890857,0.312987971,0.575567,0.34463122,0.226688997
0.389619141,0.237504992,0.076342386,0.517067294,1,0.619607504,0.116557232,0.058335975,0.27239131,0.502702609,0.333441321,0.353079072
0.266001407,0.145329787,0.053095378,0.552293363,1,0.547786692,0.076554707,0.034746003,0.181462689,0.341172272,0.271235026,0.241742165
0.220524968,0.119852687,0.038659645,0.575023971,1,0.494646246,0.056609351,0.043222898,0.147380164,0.254050915,0.176225573,0.179931316
0.179994067,0.079387599,0.023447497,0.559060347,1,0.512757816,0.04619281,0.027686091,0.10614871,0.210415228,0.120387601,0.141078512
0.163555972,0.092781313,0.017832774,0.558945618,1,0.518326031,0.046544069,0.027018866,0.105319048,0.193921157,0.062996607,0.099245192
0.152767777,0.099011274,0.021760555,0.55529657,1,0.507815999,0.037859395,0.030860115,0.128532389,0.223275001,0.121021954,0.098838611
0.183898266,0.112260315,0.03256704,0.5413542,1,0.518266217,0.047613001,0.026052434,0.146295525,0.276324307,0.181232342,0.155846386
0.197886532,0.109760622,0.023134541,0.552349317,1,0.497349093,0.043713758,0.033837112,0.172239185,0.314436163,0.203212709,0.159157495
0.213215383,0.101603475,0.036419843,0.558383019,1,0.524316881,0.064625934,0.034469993,0.188383739,0.33102328,0.21279156,0.176541582
0.137231261,0.096552672,0.044060006,0.550379523,1,0.506777628,0.040171894,0.032131264,0.205698165,0.373034705,0.168797951,0.101492283
0.219392816,0.122369598,0.036728784,0.548128341,1,0.513235699,0.051517671,0.044556926,0.243447162,0.436185225,0.22004929,0.165351436
0.313033528,0.180433557,0.049149116,0.548313471,1,0.534459042,0.073916023,0.053772961,0.254000774,0.481519488,0.301635741,0.209539486
0.370792754,0.2165085,0.047868792,0.538568287,1,0.501976892,0.065075611,0.055675894,0.306230234,0.594344566,0.384677785,0.278489277
0.461192063,0.263936697,0.056581851,0.59471221,1,0.46527417,0.054660609,0.057960438,0.344203726,0.649597954,0.365278207,0.335206743
0.494480501,0.26700279,0.052053135,0.607114053,1,0.464290486,0.05700573,0.059641872,0.316762433,0.585428404,0.267119439,0.300392824
0.369618908,0.22750026,0.025349417,0.55890146,1,0.52971144,0.080017074,0.037446001,0.229430087,0.452115914,0.254398111,0.184099543
0.315381761,0.195270715,0.044851457,0.552174475,1,0.509634801,0.066801773,0.049365803,0.187851678,0.363309219,0.218331727,0.206826201
0.268096809,0.150404531,0.044890647,0.511945561,1,0.539892476,0.063682898,0.037496762,0.156108497,0.311048934,0.189892273,0.178308411
0.225054593,0.141631271,0.025301254,0.526142916,1,0.543027893,0.054709056,0.021827941,0.119467317,0.236827333,0.147684323,0.125633554
0.226839272,0.12849887,0.034769529,0.514296144,1,0.554030531,0.065190015,0.031411972,0.10140532,0.20124253,0.126245078,0.134248314
0.208536979,0.128343296,0.02197106,0.52727764,1,0.509963859,0.048077237,0.026613273,0.103624447,0.218913754,0.137489881,0.126659208
0.155370628,0.104724702,0.034785481,0.493785692,1,0.568707483,0.065928679,0.020471056,0.091853916,0.202343712,0.118578912,0.08540118
0.157785834,0.095962659,0.039524914,0.49902348,1,0.563758551,0.062044135,0.026623027,0.088336707,0.166817774,0.110783867,0.100546349
0.16444137,0.108998309,0.01847898,0.505147789,1,0.540730991,0.043085961,0.026427508,0.067070591,0.136406368,0.092396837,0.103410281
0.180308794,0.094915728,0.035924562,0.499734768,1,0.556455694,0.055062998,0.027660723,0.05150369,0.115408924,0.079568391,0.122836285
0.187399906,0.099342556,0.039921012,0.505736665,1,0.557842255,0.066687988,0.031334575,0.056577603,0.104750144,0.062979476,0.121620368
0.194270504,0.125341782,0.045987689,0.473063768,1,0.565401749,0.071582074,0.034765734,0.071858915,0.132717778,0.057301033,0.099217557
0.213711422,0.119889488,0.03379613,0.47481737,1,0.583757279,0.077165441,0.03149443,0.080607786,0.156431257,0.09248158,0.144538443
0.19726204,0.106374704,0.023267809,0.467832577,1,0.585341538,0.080628617,0.032769603,0.101258046,0.181928826,0.115664364,0.138851239
0.179551175,0.122632695,0.036076768,0.473040933,1,0.584376653,0.073423185,0.029482892,0.111038761,0.226257814,0.112791324,0.090050418
0.231637216,0.146412088,0.03821838,0.448515206,1,0.586177653,0.066631316,0.038074284,0.137317226,0.271534852,0.148330579,0.131167521
0.282816651,0.159829314,0.020304316,0.474674321,1,0.568253574,0.061285891,0.033610182,0.167328398,0.317623382,0.183902534,0.176881643
0.300297824,0.174520391,0.059950644,0.472230149,1,0.567527144,0.05979349,0.028907192,0.170218252,0.325312172,0.179431508,0.181109491
0.232940343,0.11895225,0.0272283,0.489337126,1,0.571258262,0.067029219,0.030792293,0.150052001,0.276247902,0.159539509,0.176568619
0.22603447,0.130491331,0.027340767,0.477707789,1,0.573415735,0.057042596,0.025211502,0.125871599,0.243701262,0.145318153,0.13848094
0.240176134,0.151863737,0.029076329,0.505080787,1,0.566249119,0.064015485,0.033471779,0.108815817,0.193524995,0.125190052,0.120758915
0.219236644,0.138748382,0.027478836,0.488626594,1,0.566902033,0.064570883,0.032018065,0.096497881,0.172416014,0.098252735,0.119741207
0.200520826,0.100090878,0.02338716,0.492267266,1,0.566441363,0.062102403,0.032212848,0.085998305,0.151930868,0.07752065,0.109473826
0.246536346,0.150572745,0.04240957,0.492231152,1,0.577005004,0.079177878,0.032496384,0.080085974,0.133922519,0.080926688,0.135150445
0.293629018,0.177052604,0.043692073,0.508143633,1,0.543170856,0.052041248,0.031642612,0.053653365,0.112822039,0.070882215,0.149153163
0.32513035,0.18403834,0.040390493,0.512583659,1,0.530887929,0.049539326,0.032483676,0.060375317,0.088156118,0.055714326,0.18335363
0.360720852,0.206997375,0.025160249,0.507798312,1,0.544111062,0.061478918,0.024673629,0.030146279,0.068613498,0.056281065,0.201540114
0.390358106,0.23364231,0.057185799,0.553781229,1,0.530741584,0.055152923,0.027334563,0.034714173,0.065186364,0.064658447,0.226281151
0.427108404,0.235944919,0.037915114,0.539709516,1,0.505183761,0.050749006,0.032685017,0.039617747,0.042555275,0.058678604,0.230832042
0.543691853,0.307816064,0.042006384,0.618385181,1,0.500915208,0.0579973,0.042603124,0.040882198,0.036316795,0.068230163,0.314769822
0.865033961,0.54656015,0.132529082,0.650741697,1,0.452899308,0.08257613,0.051236236,0.104857282,0.143767,0.095793599,0.430617168
1,0.617098826,0.090999637,0.690318903,0.935587312,0.383908126,0.101530238,0.057028122,0.114377915,0.218940721,0.109689371,0.496479167
0.795523436,0.456317207,0.071373012,0.600638383,1,0.521491153,0.090467509,0.066766683,0.14321375,0.237364632,0.163483816,0.494170881
0.546225179,0.333166218,0.072895201,0.555797017,1,0.551449633,0.083882725,0.059941054,0.12384651,0.188192144,0.136855234,0.288205259
